name,price,link,location,date,saler type,rooms,live area,kitchen area,area,floor,floor max,building type,layout,bathroom,furnished,ceiling height,near by,repair,commission,Year of construction,appartament has
Сдается в аренду квартира на Мирзо Улугбекском районе,13822556.0,https://www.olx.uz/d/obyavlenie/sdaetsya-v-arendu-kvartira-na-mirzo-ulugbekskom-rayone-ID3E2ab.html,Мирзо-Улугбекский район,19 июня 2025 г.,Частное лицо,2,70 м²,20 м²,70,6,9,Кирпичный,Студия,Раздельный,Да,3,"Больница, поликлиника, Детская площадка, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Супермаркет, магазины",Авторский проект,Нет,2017,"Интернет, Телевизор, Кондиционер, Стиральная машина, Кухня, Балкон"
Аренда на долгий срок,4398086.0,https://www.olx.uz/d/obyavlenie/arenda-na-dolgiy-srok-ID441OP.html,Шайхантахурский район,19 июня 2025 г.,Частное лицо,1,40 м²,8 м²,40,5,12,Монолитный,Раздельная,,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Супермаркет, магазины",Средний,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Жк Mirabad Avenue! Сдается новая квартира в элит комплексе’,23875324.0,https://www.olx.uz/d/obyavlenie/zhk-mirabad-avenue-sdaetsya-novaya-kvartira-v-elit-komplekse-ID3diko.html,Мирабадский район,Сегодня в 10:20,Бизнес,4,,,140,8,10,Кирпичный,Раздельная,2 санузла и более,Да,3,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Авторский проект,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
1в2/2/4 метро Минор(ресторан «На небе» напротив  Ц-6,7539576.0,https://www.olx.uz/d/obyavlenie/1v2-2-4-metro-minorrestoran-na-nebe-naprotiv-ts-6-ID43Qxw.html,Юнусабадский район,Сегодня в 13:40,Бизнес,2,,,46,2,4,Кирпичный,Раздельная,Совмещенный,Да,3,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Евроремонт,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
1  мето бекат чоштепада ижара оилага 3 хона,6282980.0,https://www.olx.uz/d/obyavlenie/1-meto-bekat-choshtepada-izhara-oilaga-3-hona-ID44Zfo.html,Сергелийский район,Сегодня в 13:40,Бизнес,3,55 м²,12 м²,75,1,7,Кирпичный,Раздельная,Раздельный,Да,3,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Евроремонт,Да,2017,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Маклерсиз уй! Юнусобод Ц6 Метро Минор ва Бодомзор. факат аёл кизларга,1130936.0,https://www.olx.uz/d/obyavlenie/maklersiz-uy-yunusobod-ts6-metro-minor-va-bodomzor-fakat-ael-kizlarga-ID3WDQM.html,Юнусабадский район,Сегодня в 13:40,Бизнес,3,60 м²,,70,4,4,Кирпичный,Раздельная,Раздельный,Да,,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Евроремонт,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
АВТОРСКИЙ РЕМОНТ! Сдаю 3х ком кв-ра в Центре Города! Алайский Ц2 Минор,8167874.0,https://www.olx.uz/d/obyavlenie/avtorskiy-remont-sdayu-3h-kom-kv-ra-v-tsentre-goroda-alayskiy-ts2-minor-ID43Qxq.html,Юнусабадский район,Сегодня в 13:39,Бизнес,3,,,100,4,9,Кирпичный,Раздельная,,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
"Аренда Нурафшон эски шаҳар макро 3 хона 2 этаж 500у,е",6282980.0,https://www.olx.uz/d/obyavlenie/arenda-nurafshon-eski-shaar-makro-3-hona-2-etazh-500u-e-ID3YwOj.html,Алмазарский район,Сегодня в 13:39,Бизнес,3,55 м²,12 м²,74,2,7,Кирпичный,Раздельная,Раздельный,Да,280,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Евроремонт,Да,2016,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Аренда квартира карасу 6,3769788.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-karasu-6-ID44Zf4.html,Мирзо-Улугбекский район,Сегодня в 13:39,Бизнес,1,30 м²,8 м²,38,1,5,Панельный,Раздельная,Раздельный,Да,3,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Развлекательные заведения, Школа, Детская площадка",Средний,Нет,1980 - 1989,"Холодильник, Кухня, Телевизор, Балкон"
Тошкент шахар Сергеле марказ 1-этаж +подваль 126кв,13822556.0,https://www.olx.uz/d/obyavlenie/toshkent-shahar-sergele-markaz-1-etazh-podval-126kv-ID3qAxA.html,Сергелийский район,Сегодня в 13:38,Частное лицо,4,126 м²,12 м²,126,3,1,Кирпичный,Раздельная,2 санузла и более,Да,320,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Авторский проект,Нет,2017,"Телевизор, Кухня, Холодильник, Стиральная машина, Кабельное ТВ, Кондиционер"
Kvartira arenda ijara novostroyka Yangixayot 135537,8796172.0,https://www.olx.uz/d/obyavlenie/kvartira-arenda-ijara-novostroyka-yangixayot-135537-ID44cLn.html,Сергелийский район,Сегодня в 13:38,Бизнес,3,,,90,9,9,Кирпичный,Раздельная,Раздельный,Да,300,,Средний,Да,,
"Аренда Қорасарой голден хаус 3 хона 2 этаж 600у,е",7539576.0,https://www.olx.uz/d/obyavlenie/arenda-orasaroy-golden-haus-3-hona-2-etazh-600u-e-ID41Sxp.html,Алмазарский район,Сегодня в 13:38,Бизнес,3,50 м²,12 м²,75,2,9,Кирпичный,Раздельная,Раздельный,Да,280,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Предчистовая отделка,Да,2016,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Новая 2ком Евроквартира + БЕЗ Предоплаты Aлмас/ Яшнабадский,5026384.0,https://www.olx.uz/d/obyavlenie/novaya-2kom-evrokvartira-bez-predoplaty-almas-yashnabadskiy-ID43QvX.html,Яшнабадский район,Сегодня в 13:38,Бизнес,2,,,70,13,16,Кирпичный,Раздельная,Раздельный,Да,3.10,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
AРЕНДA – 3/3/5 Квартира Карасу 6.,7539576.0,https://www.olx.uz/d/obyavlenie/arenda-3-3-5-kvartira-karasu-6-ID3LmY2.html,Мирзо-Улугбекский район,Сегодня в 10:47,Частное лицо,3,45 м²,15 м²,70,3,5,Панельный,Раздельная,,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Нет,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Новза метро Чиланзар 5- квартиль ЖК новостройка 3 комнатная аренда,9424470.0,https://www.olx.uz/d/obyavlenie/novza-metro-chilanzar-5-kvartil-zhk-novostroyka-3-komnatnaya-arenda-ID4433v.html,Чиланзарский район,19 июня 2025 г.,Бизнес,3,100 м²,18 м²,103,4,8,Кирпичный,Раздельная,Раздельный,Да,3,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Евроремонт,Нет,2016,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
"Ташкент Сити, 3/4/7  — вид на фонтан. От собственника, без комиссии!",25131920.0,https://www.olx.uz/d/obyavlenie/tashkent-siti-3-4-7-vid-na-fontan-ot-sobstvennika-bez-komissii-ID44kik.html,Шайхантахурский район,20 июня 2025 г.,Частное лицо,3,,,90,4,7,Кирпичный,Раздельная,2 санузла и более,Да,,"Школа, Детская площадка, Детский сад, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,2017,"Интернет, Холодильник, Телевизор, Кондиционер, Стиральная машина, Кухня, Балкон"
Срочно  сдаётся  квартира сергели  8а 4 ком рядом  дехкан  базар,4398086.0,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-kvartira-sergeli-8a-4-kom-ryadom-dehkan-bazar-ID44ZeM.html,Сергелийский район,Сегодня в 13:37,Бизнес,4,,,95,9,9,Панельный,Раздельная,Раздельный,Да,,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Да,1980 - 1989,"Холодильник, Балкон, Интернет, Кухня, Кабельное ТВ, Кондиционер"
"Аренда Себзор 2 хона 9 этаж 500у,е",6282980.0,https://www.olx.uz/d/obyavlenie/arenda-sebzor-2-hona-9-etazh-500u-e-ID422xB.html,Алмазарский район,Сегодня в 13:37,Бизнес,2,40 м²,12 м²,64,9,9,Панельный,Раздельная,Раздельный,Да,280,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Авторский проект,Да,1990 - 2000,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Аринда чилонзор 19 50\50 мойка вол дорога ойлага ва кизларга шаройитли,5026384.0,https://www.olx.uz/d/obyavlenie/arinda-chilonzor-19-50-50-moyka-vol-doroga-oylaga-va-kizlarga-sharoyitli-ID43QvO.html,Чиланзарский район,Сегодня в 13:37,Бизнес,2,48 м²,15 м²,52,3,4,Панельный,Смежная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Средний,Да,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
ЖК Юнусабад Резиденс 2 комн сдается квартира ПРЕМИУМ КЛАССА,6282980.0,https://www.olx.uz/d/obyavlenie/zhk-yunusabad-rezidens-2-komn-sdaetsya-kvartira-premium-klassa-ID40Ldg.html,Юнусабадский район,Сегодня в 13:37,Бизнес,2,,,56,3,9,Кирпичный,Раздельная,Совмещенный,Да,3.20,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Евроремонт,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
"Олмазор сити 3/9/9 700у,е",8796172.0,https://www.olx.uz/d/obyavlenie/olmazor-siti-3-9-9-700u-e-ID3MTQP.html,Алмазарский район,Сегодня в 13:37,Бизнес,3,60 м²,12 м²,78,9,9,Кирпичный,Раздельная,Раздельный,Да,280,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Авторский проект,Да,2016,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Сдаю кв 2/5/9 район Юнусабад Мега Планет129*,5654682.0,https://www.olx.uz/d/obyavlenie/sdayu-kv-2-5-9-rayon-yunusabad-mega-planet129-ID44Zeq.html,Юнусабадский район,Сегодня в 13:37,Бизнес,2,,,64,5,9,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда Квартиры своя на Ц2 Реал хаус юнусабадском районе,10681066.0,https://www.olx.uz/d/obyavlenie/arenda-kvartiry-svoya-na-ts2-real-haus-yunusabadskom-rayone-ID3YSEO.html,Юнусабадский район,Сегодня в 13:39,Частное лицо,2,,,50,8,10,,,,Да,,,,Нет,,
Продажа Квартира Яшнабат о-р Green Park 1/6/9,5654682.0,https://www.olx.uz/d/obyavlenie/prodazha-kvartira-yashnabat-o-r-green-park-1-6-9-ID43QvI.html,Яшнабадский район,Сегодня в 13:36,Бизнес,1,,,35,6,8,,Раздельная,,Да,,,Евроремонт,Да,,
Паркентский Новастройка Ж.К “PARKENT AVENUE” 2/2/10,10052768.0,https://www.olx.uz/d/obyavlenie/parkentskiy-novastroyka-zh-k-parkent-avenue-2-2-10-ID43QvD.html,Мирзо-Улугбекский район,Сегодня в 13:36,Бизнес,2,29 м²,5 м²,54,2,9,Кирпичный,Раздельная,Совмещенный,Да,3,,Евроремонт,Да,2017,
"ЖК MILANO! Прекрасная 3х кваритира Яккасарай 8 роддом, Глинка! Милано",8796172.0,https://www.olx.uz/d/obyavlenie/zhk-milano-prekrasnaya-3h-kvaritira-yakkasaray-8-roddom-glinka-milano-ID44ZbQ.html,Яккасарайский район,Сегодня в 13:36,Бизнес,3,,,110,5,10,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,2016,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Ижарага уй Барданкуль,4398086.0,https://www.olx.uz/d/obyavlenie/izharaga-uy-bardankul-ID3Uloh.html,Бектемирский район,19 июня 2025 г.,Бизнес,3,50 м²,7 м²,65,7,9,Панельный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,,"Холодильник, Телевизор, Стиральная машина, Кухня, Балкон"
Аренда на долгий срок,4398086.0,https://www.olx.uz/d/obyavlenie/arenda-na-dolgiy-srok-ID441OP.html,Шайхантахурский район,19 июня 2025 г.,Частное лицо,1,40 м²,8 м²,40,5,12,Монолитный,Раздельная,,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Супермаркет, магазины",Средний,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Жк Ташкент Сити ! Сдаётся квартира в центре города,15079152.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-sdaetsya-kvartira-v-tsentre-goroda-ID3rWwJ.html,Шайхантахурский район,Сегодня в 03:52,Бизнес,3,110 м²,,120,4,6,Кирпичный,Раздельная,2 санузла и более,Да,330,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Авторский проект,Да,,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
"Аренда 2/9/16 Бектемир , Мусаффо Маскан. Янги мебель техника",5026384.0,https://www.olx.uz/d/obyavlenie/arenda-2-9-16-bektemir-musaffo-maskan-yangi-mebel-tehnika-ID44Bay.html,Бектемирский район,Сегодня в 13:35,Бизнес,2,,,61,9,16,Панельный,Раздельная,Раздельный,Да,,,Авторский проект,Да,,"Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня"
№7 СДАЁТСЯ Щикарная квартира 2-ком/4/9 Яшнабадский р-к ЖК Green PARK,4021107.0,https://www.olx.uz/d/obyavlenie/7-sdaetsya-schikarnaya-kvartira-2-kom-4-9-yashnabadskiy-r-k-zhk-green-park-ID44cKY.html,Яшнабадский район,Сегодня в 13:35,Бизнес,2,,,58,4,9,,,,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Квартира факат кизлар учун.,700000.0,https://www.olx.uz/d/obyavlenie/kvartira-fakat-kizlar-uchun-ID43kHF.html,Яккасарайский район,Сегодня в 13:35,Частное лицо,1,25 м²,5 м²,45,5,5,Панельный,Смежная,Раздельный,Нет,3,,Средний,Нет,1980 - 1989,"Балкон, Стиральная машина"
Сдаеться квартира сеулмун новостройка яккасарайский район,13822556.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-seulmun-novostroyka-yakkasarayskiy-rayon-ID3w1Uv.html,Яккасарайский район,Сегодня в 13:35,Частное лицо,2,,,54,6,10,,,,Да,,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Авторский проект,Нет,,"Телефон, Стиральная машина, Интернет, Кондиционер, Телевизор, Балкон, Холодильник, Кухня"
Arenda kvartira Tartibli insonlarga Chilonzor metro,3769788.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-tartibli-insonlarga-chilonzor-metro-ID44Xwd.html,Чиланзарский район,Сегодня в 15:01,Бизнес,2,,,60,1,5,,,,Да,,,,Нет,,
Аренда квартира Яшнабод,5654682.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-yashnabod-ID43Qvg.html,Яшнабадский район,Сегодня в 13:34,Бизнес,3,,,60,3,9,Кирпичный,Раздельная,Совмещенный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Пирамид товер! Яккасарай район сдаю 2 комнатную квартиру Piramit tower,7539576.0,https://www.olx.uz/d/obyavlenie/piramid-tover-yakkasaray-rayon-sdayu-2-komnatnuyu-kvartiru-piramit-tower-ID44ZaO.html,Яккасарайский район,Сегодня в 13:34,Бизнес,2,,,80,5,10,Кирпичный,Раздельная,Совмещенный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,2016,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Отличное жилье по выгодной цене!Яшнабад/Махтумкули/IT Парк +парковка Ж,6282980.0,https://www.olx.uz/d/obyavlenie/otlichnoe-zhile-po-vygodnoy-tsene-yashnabad-mahtumkuli-it-park-parkovka-zh-ID41Low.html,Яшнабадский район,Сегодня в 13:33,Бизнес,2,,,65,4,8,Кирпичный,Смежная,Совмещенный,Да,3.10,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда квартиры в ЖК Boulevard!! Вид на парк!,20105536.0,https://www.olx.uz/d/obyavlenie/arenda-kvartiry-v-zhk-boulevard-vid-na-park-ID44cKB.html,Шайхантахурский район,Сегодня в 13:33,Бизнес,3,120 м²,30 м²,120,3,8,Кирпичный,Раздельная,2 санузла и более,Да,3,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Авторский проект,Да,2017,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Срочно сдается КВАРТИРА,6282980.0,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-kvartira-ID3bx6d.html,Яккасарайский район,Сегодня в 13:33,Бизнес,2,,,60,6,12,Кирпичный,Раздельная,Раздельный,Да,,,Евроремонт,Нет,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Жк NRG-ойбек ! Сдается срочно ! новый элитный Пентхаус !,31414900.0,https://www.olx.uz/d/obyavlenie/zhk-nrg-oybek-sdaetsya-srochno-novyy-elitnyy-penthaus-ID3HH0E.html,Мирабадский район,20 июня 2025 г.,Бизнес,4,220 м²,,220,15,16,Кирпичный,,2 санузла и более,Да,,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Авторский проект,Да,,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
Bez makler Kvartira Yashnabod,696000.0,https://www.olx.uz/d/obyavlenie/bez-makler-kvartira-yashnabod-ID44QvV.html,Яшнабадский район,19 июня 2025 г.,Бизнес,1,,,45,1,1,Блочный,Раздельная,2 санузла и более,Нет,3,"Больница, поликлиника, Детская площадка, Парк, зелёная зона, Стоянка, Супермаркет, магазины",Евроремонт,Нет,,"Холодильник, Стиральная машина, Кухня, Балкон"
АРЕНДА Шикарной Евроквартиры в ЖК Новомосковская 3/6/8. Собственник,21362132.0,https://www.olx.uz/d/obyavlenie/arenda-shikarnoy-evrokvartiry-v-zhk-novomoskovskaya-3-6-8-sobstvennik-ID3BFXh.html,Мирзо-Улугбекский район,Сегодня в 06:27,Бизнес,3,140 м²,,142,6,8,Кирпичный,,2 санузла и более,Да,3,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Нет,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Шикарная квартира мечты в Центре! Все включено - Заезжай и живи!,8167874.0,https://www.olx.uz/d/obyavlenie/shikarnaya-kvartira-mechty-v-tsentre-vse-vklyucheno-zaezzhay-i-zhivi-ID43Qv1.html,Мирабадский район,Сегодня в 13:33,Бизнес,3,,,105,5,9,Кирпичный,Раздельная,Совмещенный,Да,3.20,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
"Аренда 2/3/5 Буюк ипак йули, Буз базар",5026384.0,https://www.olx.uz/d/obyavlenie/arenda-2-3-5-buyuk-ipak-yuli-buz-bazar-ID44B9Y.html,Мирзо-Улугбекский район,Сегодня в 13:32,Бизнес,2,,,42,3,5,Кирпичный,Смежно-раздельная,,Да,,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдается Шикартаю 2-ком кв в ЖК Инфинити,6282980.0,https://www.olx.uz/d/obyavlenie/sdaetsya-shikartayu-2-kom-kv-v-zhk-infiniti-ID41B76.html,Мирабадский район,Сегодня в 13:32,Бизнес,2,,,47,3,10,Кирпичный,Смежно-раздельная,Совмещенный,Да,3.50,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Срочно Сдается квартира,7539576.0,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-kvartira-ID3jXpF.html,Яккасарайский район,Сегодня в 13:32,Бизнес,2,,,70,3,5,Кирпичный,Раздельная,Раздельный,Да,,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Евроремонт,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Срочно сдам квартиру в аренду! 2/3/4 Метро Минор 561*,6282980.0,https://www.olx.uz/d/obyavlenie/srochno-sdam-kvartiru-v-arendu-2-3-4-metro-minor-561-ID44YN2.html,Юнусабадский район,Сегодня в 13:32,Бизнес,2,,,58,3,4,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдается Квартира Мирзо-Улугбек 2/5/9 861*,6911278.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-mirzo-ulugbek-2-5-9-861-ID44YvW.html,Мирзо-Улугбекский район,Сегодня в 13:32,Бизнес,2,,,65,5,9,Кирпичный,Раздельная,Совмещенный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Cрочно сдается квартира из  Мирзо улугбек метро  2/4/9/ 823*,6031661.0,https://www.olx.uz/d/obyavlenie/crochno-sdaetsya-kvartira-iz-mirzo-ulugbek-metro-2-4-9-823-ID44Yvf.html,Чиланзарский район,Сегодня в 13:32,Бизнес,2,,10 м²,60,4,9,Кирпичный,Раздельная,Раздельный,Да,,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,2016,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
